RowKey,Artikel,Link,Amazon,A+,Kontrolle,K von,Fehler1,Begründung,Infobox,Priorität,BE bis,BE am,BE von,K ab,K am,K2 von,Kommentar,OPEN C. bis,C am,Case Nr.,C von,Check C,Reopen C2 am,Reopen C2 von,Check Reopen C,Sonstige Anmerkungen
Amazon Cases (NF):1296409353654148,NF-A14 industrialPPC-2000 PWM,https://www.amazon.ca/dp/B00KFCRMSG,ca,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):5800008981024644,NF-A14 industrialPPC-2000 PWM,https://www.amazon.com/dp/B00KFCRMSG,com,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):3548209167339396,NF-A14 industrialPPC-2000 PWM,https://www.amazon.com.mx/dp/B00KFCRMSG,com.mx,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,Zu viele UPCs
Amazon Cases (NF):8051808794709892,NF-A14 industrialPPC-2000 PWM,https://www.amazon.co.uk/dp/B00KESSUDW,co.uk,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):733459400232836,NF-A14 industrialPPC-2000 PWM,https://www.amazon.de/dp/B00KESSUDW,de,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):5237059027603332,NF-A14 industrialPPC-2000 PWM,https://www.amazon.es/dp/B00KESSUDW,es,Blue,,SM,Ja,Box,"Memory Type, Color",3,,,,,,,,,,,,,,,,
Amazon Cases (NF):2985259213918084,NF-A14 industrialPPC-2000 PWM,https://www.amazon.fr/dp/B00KESSUDW,fr,Blue,,HI,Nein,,,,,,,,,,,,,,,,,,,2 year manufacturer warranty//21.05.24/HI
Amazon Cases (NF):7488858841288580,NF-A14 industrialPPC-2000 PWM,https://www.amazon.it/dp/B00KESSUDW,it,Blue,,SM,Ja,Box,Memory Type,3,,,,,,,,,,,,,,,,
Amazon Cases (NF):1859359307075460,NF-A14 industrialPPC-2000 PWM,https://www.amazon.co.jp/dp/B00KESSUDW,jp,Yellow,,HI,Ja,"BP, Box",Memory Type,5,,,LK,,,,,,,,,,,,,
Amazon Cases (NF):6362958934445956,NF-A14 industrialPPC-2000 PWM,www.amazon.nl/gp/product/B00KESSUDW,nl,Blue,,SM,Ja,Box,Memory Type,3,,,,,,,,,,,,,,,,
Amazon Cases (NF):4111159120760708,NF-A14 industrialPPC-2000 PWM,https://www.amazon.sg/dp/B00KESSUDW?ref=myi_title_dp,sg,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):8614758748131204,NF-A14 industrialPPC-2000 PWM,www.amazon.se/gp/product/B00KESSUDW,se,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):451984423522180,NF-A14 industrialPPC-2000 PWM,https://www.amazon.com.tr/dp/B00KESSUDW,tr,Blue,,SM,Ja,Box,"Memory Type, Color",3,,,,,,,,,,,,,,,,
Amazon Cases (NF):4955584050892676,NF-A14 industrialPPC-2000 PWM,https://www.amazon.pl/dp/B00KESSUDW,pl,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):2703784237207428,NF-A14 industrialPPC-2000 PWM,https://www.newegg.com/noctua-nf-a14-ippc-2000-pwm-case-fan/p/N82E16835608047,newegg,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):7207383864577924,NF-A14 industrialPPC-24V-2000 IP67 PWM,DISCONTINUED,,,,,,,,,,,,,,,,,,,,,,,,DISCONTINUED
Amazon Cases (NF):1577884330364804,NF-A14 industrialPPC-24V-2000 Q100 IP67 PWM,DISCONTINUED,,,,,,,,,,,,,,,,,,,,,,,,DISCONTINUED
Amazon Cases (NF):6081483957735300,NF-A14 industrialPPC-24V-3000 Q100 IP67 PWM,DISCONTINUED,,,,,,,,,,,,,,,,,,,,,,,,DISCONTINUED
Amazon Cases (NF):3829684144050052,NF-A14 industrialPPC-24V-2000 SP IP67 PWM,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):8333283771420548,NF-A14 industrialPPC-24V-2000 SP IP67 PWM,https://www.amazon.com.au/dp/B0BKGRVK5T,au,,,SM,Ja,"BP, Box, Kom.",Battery,5,,,SM,,,,,,,,,,,,,Special feature (BOX) // EK 11.10.24
Amazon Cases (NF):1014934376943492,NF-A14 industrialPPC-24V-2000 SP IP67 PWM,https://www.amazon.com.be/dp/B0BKGRVK5T,be,,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):5518534004313988,NF-A14 industrialPPC-24V-2000 SP IP67 PWM,https://www.amazon.ca/dp/B0BKGRVK5T,ca,,,HI,Ja,Box,Battery,3,,,LK,,,EK,Box,,,,,,,,,
Amazon Cases (NF):3266734190628740,NF-A14 industrialPPC-24V-2000 SP IP67 PWM,https://www.amazon.com/dp/B0BKGRVK5T,com,,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):7770333817999236,NF-A14 industrialPPC-24V-2000 SP IP67 PWM,https://www.amazon.com.mx/dp/B0BKGRVK5T,com.mx,,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):2140834283786116,NF-A14 industrialPPC-24V-2000 SP IP67 PWM,https://www.amazon.co.uk/dp/B0BKGRVK5T,co.uk,,,HI,Ja,Box,Battery,3,,,SM,,,EK,Box,,,,,,,,,
Amazon Cases (NF):6644433911156612,NF-A14 industrialPPC-24V-2000 SP IP67 PWM,https://www.amazon.de/dp/B0BKGRVK5T,de,,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):4392634097471364,NF-A14 industrialPPC-24V-2000 SP IP67 PWM,https://www.amazon.es/dp/B0BKGRVK5T,es,,,DM,Ja,Box,Memory Type,2,,,,,,,,,,,,,,,,
Amazon Cases (NF):8896233724841860,NF-A14 industrialPPC-24V-2000 SP IP67 PWM,https://www.amazon.fr/dp/B0BKGRVK5T,fr,,,HI,Ja,Box,Battery,3,,,LK,,,EK,Box,,,,,,,,,
Amazon Cases (NF):100140702633860,NF-A14 industrialPPC-24V-2000 SP IP67 PWM,https://www.amazon.it/dp/B0BKGRVK5T,it,,,SM,Ja,Box,"Battery, Memory Type",3,,,,,,,,,,,,,,,,
Amazon Cases (NF):4603740330004356,NF-A14 industrialPPC-24V-2000 SP IP67 PWM,https://www.amazon.co.jp/dp/B0BKGRVK5T,jp,,,HI,Ja,"BP, Box",Battery,5,,,LK,,,,,,,,,,,,,
Amazon Cases (NF):2351940516319108,NF-A14 industrialPPC-24V-2000 SP IP67 PWM,https://www.amazon.nl/dp/B0BKGRVK5T,nl,,,HI,Ja,Box,"Battery, Memory Type",5,,,LK,,,EK,Box,,,,,,,,,
Amazon Cases (NF):6855540143689604,NF-A14 industrialPPC-24V-2000 SP IP67 PWM,https://www.amazon.sg/dp/B0BKGRVK5T,sg,,,HI,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):1226040609476484,NF-A14 industrialPPC-24V-2000 SP IP67 PWM,https://www.amazon.se/dp/B0BKGRVK5T,se,,,SM,Ja,Box,Memory Type,3,,,,,,,,,,,,,,,,
Amazon Cases (NF):5729640236846980,NF-A14 industrialPPC-24V-2000 SP IP67 PWM,https://www.amazon.com.tr/dp/B0BKGRVK5T,tr,,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):3477840423161732,NF-A14 industrialPPC-24V-2000 SP IP67 PWM,https://www.amazon.pl/dp/B0BKGRVK5T,pl,,,SM,Ja,Box,Memory Type,3,,,,,,,,,,,,,,,,
Amazon Cases (NF):7981440050532228,NF-A14 industrialPPC-24V-2000 SP IP67 PWM,https://www.newegg.com/p/1YF-000T-006J1?Item=9SIAADYJBM4765,newegg,,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):663090656055172,NF-A14 industrialPPC-24V-3000 SP IP67 PWM,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):5166690283425668,NF-A14 industrialPPC-24V-3000 SP IP67 PWM,https://www.amazon.com.au/dp/B0BKGTX5QX,au,,,JHU,Ja,Box,Wattage,4,,,DM,,,,,,,,,,,,,
Amazon Cases (NF):2914890469740420,NF-A14 industrialPPC-24V-3000 SP IP67 PWM,https://www.amazon.com.be/dp/B0BKGTX5QX,be,,,SM,Ja,Box,Wattage,4,,,DM,,,,,,,,,,,,,
Amazon Cases (NF):7418490097110916,NF-A14 industrialPPC-24V-3000 SP IP67 PWM,https://www.amazon.ca/dp/B0BKGTX5QX,ca,,,SM,Ja,Box,Wattage,3,,,SM,,,,,,,,,,,,,
Amazon Cases (NF):1788990562897796,NF-A14 industrialPPC-24V-3000 SP IP67 PWM,https://www.amazon.com/dp/B0BKGTX5QX,com,,,JHU,Ja,Box,Wattage,5,,,SM,,,,,,,,,,,,,
Amazon Cases (NF):6292590190268292,NF-A14 industrialPPC-24V-3000 SP IP67 PWM,https://www.amazon.com.mx/dp/B0BKGTX5QX,com.mx,,,HI,Ja,Box,Wattage,4,,,LK,,,,,,,,,,,,,
Amazon Cases (NF):4040790376583044,NF-A14 industrialPPC-24V-3000 SP IP67 PWM,https://www.amazon.co.uk/dp/B0BKGTX5QX,co.uk,,,SM,Ja,Box,"Wattage, Memory Type",3,,,SM,,,,,,,,,,,,,
Amazon Cases (NF):8544390003953540,NF-A14 industrialPPC-24V-3000 SP IP67 PWM,https://www.amazon.de/dp/B0BKGTX5QX,de,,,DM,Ja,Box,Wattage,4,,,,,,,,,,,,,,,,
Amazon Cases (NF):381615679344516,NF-A14 industrialPPC-24V-3000 SP IP67 PWM,https://www.amazon.es/dp/B0BKGTX5QX,es,,,DM,Ja,Box,"Wattage, Memory Type",4,,,,,,,,,,,,,,,,
Amazon Cases (NF):4885215306715012,NF-A14 industrialPPC-24V-3000 SP IP67 PWM,https://www.amazon.fr/dp/B0BKGTX5QX,fr,,,SM,Ja,Box,Wattage,3,,,LK,,,,,,,,,,,,,
Amazon Cases (NF):2633415493029764,NF-A14 industrialPPC-24V-3000 SP IP67 PWM,https://www.amazon.it/dp/B0BKGTX5QX,it,,,SM,Ja,Box,"Wattage, Memory Type",3,,,,,,,,,,,,,,,,
Amazon Cases (NF):7137015120400260,NF-A14 industrialPPC-24V-3000 SP IP67 PWM,https://www.amazon.co.jp/dp/B0BKGTX5QX,jp,,,SM,Ja,"BP, Box","Material, Wattage",3,,,,,,,,,,,,,,,,
Amazon Cases (NF):1507515586187140,NF-A14 industrialPPC-24V-3000 SP IP67 PWM,https://www.amazon.nl/dp/B0BKGTX5QX,nl,,,SM,Ja,Box,"Wattage, Memory Type",3,,,,,,,,,,,,,,,,
Amazon Cases (NF):6011115213557636,NF-A14 industrialPPC-24V-3000 SP IP67 PWM,https://www.amazon.sg/dp/B0BKGTX5QX,sg,,,SM,Ja,Box,Wattage,3,,,,,,,,,,,,,,,,
Amazon Cases (NF):3759315399872388,NF-A14 industrialPPC-24V-3000 SP IP67 PWM,https://www.amazon.se/dp/B0BKGTX5QX,se,,,HI,Ja,Box,Wattage,4,,,,,,,,,,,,,,,,
Amazon Cases (NF):8262915027242884,NF-A14 industrialPPC-24V-3000 SP IP67 PWM,https://www.amazon.com.tr/dp/B0BKGTX5QX,tr,,,SM,Ja,Box,Wattage,3,,,,,,,,,,,,,,,,
Amazon Cases (NF):944565632765828,NF-A14 industrialPPC-24V-3000 SP IP67 PWM,https://www.amazon.pl/dp/B0BKGTX5QX,pl,,,HI,Ja,Box,"Material, Wattage",4,,,DM,,,,,,,,,,,,,
Amazon Cases (NF):5448165260136324,NF-A14 industrialPPC-24V-3000 SP IP67 PWM,https://www.newegg.com/p/1YF-000T-006J2?Item=9SIAADYJBM5096,newegg,,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):3196365446451076,NF-A14 industrialPPC-3000 PWM,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):7699965073821572,NF-A14 industrialPPC-3000 PWM,https://www.amazon.com.au/dp/B00KFCRF1A,au,Yellow,,DM,Ja,"BP, KI F",,4,,,DM,,,,,,,,,,,,,
Amazon Cases (NF):2070465539608452,NF-A14 industrialPPC-3000 PWM,https://www.amazon.com.be/dp/B00KFCRF1A,be,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):6574065166978948,NF-A14 industrialPPC-3000 PWM,https://www.amazon.ca/dp/B00KFCRF1A,ca,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):4322265353293700,NF-A14 industrialPPC-3000 PWM,https://www.amazon.com/dp/B00KFCRF1A,com,Blue,,SM,Ja,Box,Item Size,4,,,JHU,,,EK,Box,,,,,,,,,
Amazon Cases (NF):8825864980664196,NF-A14 industrialPPC-3000 PWM,https://www.amazon.com.mx/dp/B00KFCRF1A,com.mx,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):240878190989188,NF-A14 industrialPPC-3000 PWM,https://www.amazon.co.uk/dp/B00KFCRF1A,co.uk,Blue,,DM,Ja,KI F,,2,,,LK,,,,,,,,,,,,,
Amazon Cases (NF):4744477818359684,NF-A14 industrialPPC-3000 PWM,https://www.amazon.de/dp/B00KFCRF1A,de,Blue,,JHU,Ja,"KI F, Box",RPM,5,,,,,,,,,,,,,,,,
Amazon Cases (NF):2492678004674436,NF-A14 industrialPPC-3000 PWM,https://www.amazon.es/dp/B00KFCRF1A,es,Blue,,SM,Ja,Box,"Material, Memory Type",5,,,,,,,,,,,,,,,,
Amazon Cases (NF):6996277632044932,NF-A14 industrialPPC-3000 PWM,https://www.amazon.fr/dp/B00KFCRF1A,fr,Blue,,HI,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):1366778097831812,NF-A14 industrialPPC-3000 PWM,https://www.amazon.it/dp/B00KFCRF1A,it,Blue,,HI,Ja,Box,Memory Type,3,,,JHU,,,,,,,,,,,,,
Amazon Cases (NF):5870377725202308,NF-A14 industrialPPC-3000 PWM,https://www.amazon.co.jp/dp/B00KFCRF1A,jp,Yellow,,DM,Ja,BP,,4,,,LK,,,,,,,,,,,,,
Amazon Cases (NF):3618577911517060,NF-A14 industrialPPC-3000 PWM,www.amazon.nl/gp/product/B00KFCRF1A,nl,Blue,,HI,Ja,Box,"Wattage, Memory Type",3,,,LK,,,EK,Box,,,,,,,,,
Amazon Cases (NF):8122177538887556,NF-A14 industrialPPC-3000 PWM,https://www.amazon.sg/dp/B00KFCRF1A?ref=myi_title_dp,sg,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):803828144410500,NF-A14 industrialPPC-3000 PWM,www.amazon.se/gp/product/B00KFCRF1A,se,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):5307427771780996,NF-A14 industrialPPC-3000 PWM,https://www.amazon.com.tr/dp/B00KFCRF1A,tr,Blue,,HI,Ja,Box,"Wattage, Memory Type",3,,,LK,,,EK,Box,,,,,,,,,
Amazon Cases (NF):3055627958095748,NF-A14 industrialPPC-3000 PWM,www.amazon.pl/gp/product/B00KFCRF1A,pl,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):7559227585466244,NF-A14 industrialPPC-3000 PWM,https://www.newegg.com/noctua-nf-a14-ippc-3000-pwm-case-fan/p/N82E16835608048,newegg,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):1929728051253124,NF-A14 PWM,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):6433327678623620,NF-A14 PWM,https://www.amazon.com.au/dp/B00CP6QLY6,au,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):4181527864938372,NF-A14 PWM,https://www.amazon.com.be/dp/B00CP6QLY6,be,Blue,,DM,Ja,Box,Compatible Devices,3,,,SM,,,,,,,,,,,,,
Amazon Cases (NF):8685127492308868,NF-A14 PWM,https://www.amazon.ca/dp/B00CP6QLY6,ca,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):522353167699844,NF-A14 PWM,https://www.amazon.com/dp/B00CP6QLY6,com,Blue,,SM,Ja,Box,"Wattage, Battery, Memory Type",3,,,SM,,,,,,,,,,,,,
Amazon Cases (NF):5025952795070340,NF-A14 PWM,www.amazon.com.mx/dp/B00CP6QLY6,com.mx,Blue,,HI,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):2774152981385092,NF-A14 PWM,https://www.amazon.co.uk/dp/B00CP6QLY6,co.uk,Blue,,SM,Ja,Box,"Item Size, Compatible Devices, Battery",5,,,HI,,,EK,Box,,,,,,,,,
Amazon Cases (NF):7277752608755588,NF-A14 PWM,https://www.amazon.de/dp/B00CP6QLY6,de,Blue,,JHU,Ja,Box,"Material, Compatible Devices",5,,,,,,,,,,,,,,,,
Amazon Cases (NF):1648253074542468,NF-A14 PWM,https://www.amazon.es/dp/B00CP6QLY6,es,Blue,,HI,Ja,Box,"Item Size, Compatible Devices, Battery",5,,,SM,,,,,,,,,,,,,
Amazon Cases (NF):6151852701912964,NF-A14 PWM,https://www.amazon.fr/dp/B00CP6QLY6,fr,Blue,,HI,Ja,Box,"Item Size, Compatible Devices, Battery",5,,,DM,,,,,,,,,,,,,
Amazon Cases (NF):3900052888227716,NF-A14 PWM,https://www.amazon.it/dp/B00CP6QLY6,it,Blue,,SM,Ja,Box,"Item Size, Compatible Devices, Battery, Memory Type, Lithium Battery Weight",5,,,,,,,,,,,,,,,,
Amazon Cases (NF):8403652515598212,NF-A14 PWM,https://www.amazon.co.jp/dp/B00CP6QLY6,jp,Blue,,DM,Ja,"T, BP",,5,,,LK,,,,,,,,,,,,,
Amazon Cases (NF):1085303121121156,NF-A14 PWM,https://www.amazon.nl/gp/product/B00CP6QLY6,nl,Blue,,SM,Ja,Box,"Battery, Memory Type",5,,,,,,,,,,,,,,,,
Amazon Cases (NF):5588902748491652,NF-A14 PWM,https://www.amazon.sg/dp/B00CP6QLY6?ref=myi_title_dp,sg,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):3337102934806404,NF-A14 PWM,https://www.amazon.se/gp/product/B00CP6QLY6,se,Blue,,HI,Ja,Box,"Item Size, Compatible Devices, Battery",5,,,,,,,,,,,,,,,,
Amazon Cases (NF):7840702562176900,NF-A14 PWM,https://www.amazon.com.tr/dp/B00CP6QLY6,tr,Blue,,SM,Ja,Box,"Item Size, Battery, Memory Type, Lithium Battery Weight",4,,,,,,,,,,,,,,,,
Amazon Cases (NF):2211203027963780,NF-A14 PWM,https://www.amazon.pl/dp/B00CP6QLY6,pl,Blue,,HI,Ja,Box,"Item Size, Compatible Devices",5,,,DM,,,,,,,,,,,,,
Amazon Cases (NF):6714802655334276,NF-A14 PWM,https://www.newegg.com/noctua-nf-a14-pwm-case-fan/p/N82E16835608044,newegg,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):4463002841649028,NF-A14 PWM chromax.black.swap,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):8966602469019524,NF-A14 PWM chromax.black.swap,https://www.amazon.com.au/dp/B07655KF5C,au,Green,,JHU,Ja,Box,Wattage,4,,,DM,,,,,,,,,,,,,
Amazon Cases (NF):64956330545028,NF-A14 PWM chromax.black.swap,https://www.amazon.com.be/dp/B07655KF5C,be,Green,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):4568555957915524,NF-A14 PWM chromax.black.swap,https://www.amazon.ca/gp/product/B07655KF5C,ca,Green,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):2316756144230276,NF-A14 PWM chromax.black.swap,https://www.amazon.com/gp/product/B07655KF5C,com,Green,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):6820355771600772,NF-A14 PWM chromax.black.swap,https://www.amazon.co.uk/gp/product/B07655KF5C,co.uk,Green,,SM,Ja,Box,"Wattage, Memory Type",3,,,SM,,,,,,,,,,,,,
Amazon Cases (NF):1190856237387652,NF-A14 PWM chromax.black.swap,https://www.amazon.com.mx/gp/product/B07655KF5C,com.mx,Green,,HI,Ja,Box,Compatible Devices,5,,,LK,,,,,,,,,,,,,
Amazon Cases (NF):5694455864758148,NF-A14 PWM chromax.black.swap,https://www.amazon.de/dp/B07655KF5C,de,Green,,JHU,Ja,Box,"Material, Wattage, Compatible Devices",5,,,,,,,,,,,,,,,,
Amazon Cases (NF):3442656051072900,NF-A14 PWM chromax.black.swap,https://www.amazon.es/dp/B07655KF5C,es,Green,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):7946255678443396,NF-A14 PWM chromax.black.swap,https://www.amazon.fr/dp/B07655KF5C,fr,Green,,SM,Ja,"Box, Kom.","Wattage, Compatible Devices",5,,,,,,,,,,,,,,,,1 year manufacturer waranty//21.05.24//HI
Amazon Cases (NF):627906283966340,NF-A14 PWM chromax.black.swap,https://www.amazon.it/dp/B07655KF5C,it,Green,,SM,Ja,Box,"Wattage, Compatible Devices, Memory Type",5,,,,,,,,,,,,,,,,
Amazon Cases (NF):5131505911336836,NF-A14 PWM chromax.black.swap,https://www.amazon.co.jp/dp/B07655KF5C,jp,Yellow,,SM,Ja,"BP, PD, Box",Wattage,3,,,,,,,,,,,,,,,,Fehler: Ampere capacity attribute //DM 13.09.24
Amazon Cases (NF):2879706097651588,NF-A14 PWM chromax.black.swap,https://www.amazon.nl/gp/product/B07655KF5C,nl,Green,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):7383305725022084,NF-A14 PWM chromax.black.swap,https://www.amazon.sg/dp/B07655KF5C?ref=myi_title_dp,sg,Green,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):1753806190808964,NF-A14 PWM chromax.black.swap,https://www.amazon.se/gp/product/B07655KF5C,se,Green,,SM,Ja,Box,Compatible Devices,5,,,,,,,,,,,,,,,,
Amazon Cases (NF):6257405818179460,NF-A14 PWM chromax.black.swap,https://www.amazon.com.tr/dp/B07655KF5C,tr,Green,,SM,Ja,Box,"Memory Type, Hard drive interface, Hard drive size, Operating System",5,,,,,,,,,,,,,,,,
Amazon Cases (NF):4005606004494212,NF-A14 PWM chromax.black.swap,https://www.amazon.pl/gp/product/B07655KF5C,pl,Green,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):8509205631864708,NF-A14 PWM chromax.black.swap,https://www.newegg.com/p/1YF-000T-004J3?Item=9SIAADY6HZ2209&Tpk=9SIAADY6HZ2209,newegg,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):346431307255684,NF-A14 ULN,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):4850030934626180,NF-A14 ULN,https://www.amazon.com.au/dp/B00AA89BN4,au,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):2598231120940932,NF-A14 ULN,https://www.amazon.com.be/dp/B00AA89BN4,be,Blue,,DM,Ja,Box,Cooling Method,5,,,DM,,,,,,,,,,,,,
Amazon Cases (NF):7101830748311428,NF-A14 ULN,https://www.amazon.ca/dp/B00AA89BN4,ca,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):1472331214098308,NF-A14 ULN,https://www.amazon.com/dp/B00AA89BN4,com,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,"Case-Nr: 15724301951 (war case für falsche fotos in com, Bilder wurden entfernt)"
Amazon Cases (NF):5975930841468804,NF-A14 ULN,https://www.amazon.com.mx/dp/B00AA89BN4,com.mx,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):3724131027783556,NF-A14 ULN,https://www.amazon.co.uk/dp/B00AA89BN4,co.uk,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):8227730655154052,NF-A14 ULN,https://www.amazon.de/dp/B00AA89BN4,de,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,"Case.Nr: 10016140002 (war case für falsche fotos in eu, Bilder wurden entfernt)"
Amazon Cases (NF):909381260676996,NF-A14 ULN,https://www.amazon.es/dp/B00AA89BN4,es,Blue,,HI,Ja,Box,Item Size,4,,,LK,,,EK,Box,,,,,,,,,
Amazon Cases (NF):5412980888047492,NF-A14 ULN,https://www.amazon.fr/dp/B00AA89BN4,fr,Blue,,SM,Ja,Box,Item Size,4,,,HI,,,EK,Box,,,,,,,,,
Amazon Cases (NF):3161181074362244,NF-A14 ULN,https://www.amazon.it/dp/B00AA89BN4,it,Blue,,SM,Ja,Box,Item Size,4,,,,,,,,,,,,,,,,
Amazon Cases (NF):7664780701732740,NF-A14 ULN,https://www.amazon.co.jp/dp/B00AA89BN4,jp,Blue,,HI,Ja,"T, BP, Box","Item Size, Material",5,,,HI,,,DM,"T, BP, Box",,,,,,,,,
Amazon Cases (NF):2035281167519620,NF-A14 ULN,https://www.amazon.nl/gp/product/B00AA89BN4,nl,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):6538880794890116,NF-A14 ULN,https://www.amazon.sg/dp/B00AA89BN4?ref=myi_title_dp,sg,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,"Case-Nr: 2818651093 (war case für falsche fotos, Bilder wurden entfernt)"
Amazon Cases (NF):4287080981204868,NF-A14 ULN,https://www.amazon.se/gp/product/B00AA89BN4,se,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):8790680608575364,NF-A14 ULN,https://www.amazon.com.tr/dp/B00AA89BN4,tr,Blue,,SM,Ja,Box,Item Size,4,,,,,,,,,,,,,,,,
Amazon Cases (NF):205693818900356,NF-A14 ULN,https://www.amazon.pl/dp/B00AA89BN4,pl,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):4709293446270852,NF-A14 ULN,https://www.newegg.com/noctua-nf-a14-uln-case-fan/p/N82E16835608035,newegg,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):2457493632585604,NF-A14x25 G2 PWM,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):6961093259956100,NF-A14x25 G2 PWM,https://www.amazon.com.au/dp/B0DDY14DQD,au,Blue,,SM,Ja,BP,,5,,,SM,,,,,,,,,,,,,
Amazon Cases (NF):1331593725742980,NF-A14x25 G2 PWM,https://www.amazon.com.be/dp/B0DDY14DQD,be,Blue,,HI,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):5835193353113476,NF-A14x25 G2 PWM,https://www.amazon.ca/dp/B0DDY14DQD,ca,Blue,,EK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):3583393539428228,NF-A14x25 G2 PWM,https://www.amazon.com/dp/B0DDY14DQD,com,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):8086993166798724,NF-A14x25 G2 PWM,https://www.amazon.com.mx/dp/B0DDY14DQD,com.mx,Blue,,HI,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):768643772321668,NF-A14x25 G2 PWM,https://www.amazon.co.uk/dp/B0DDY14DQD,co.uk,Blue,,EK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):5272243399692164,NF-A14x25 G2 PWM,https://www.amazon.de/dp/B0DDY14DQD,de,Blue,,EK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):3020443586006916,NF-A14x25 G2 PWM,https://www.amazon.es/dp/B0DDY14DQD,es,Blue,,HI,Nein,,,,,,,,,,,,,,,,,,,
